2639	the
2879	 decent
3120	 guitar
3520	 continues
4319	 on
4400	 the
2639	__EVENT__
4630	

4640	series
5440	 about
5920	 exploratory
6879	 data
7200	 analysis
4640	__EVENT__
8230	

8240	uh
8559	 with
8720	 the
8880	 tidy
9280	 verse
8240	__EVENT__
10870	

10880	and
11280	 expanded
11840	 family
12160	 because
12400	 we're
12559	 also
10880	__EVENT__
12789	

12799	talking
13120	 about
13599	 our
13759	 markdown
14160	 documents
12799	__EVENT__
14709	

14719	today
14719	__EVENT__
15749	

15759	and
15839	 doesn't
16480	 strictly
16880	 belong
17199	 to
17359	 the
15759	__EVENT__
17430	

17440	television
17920	 organization
19039	 but
17440	__EVENT__
20310	

20320	but
20880	 well
21119	 last
21359	 time
21600	 actually
21840	 we
22000	 started
20320	__EVENT__
22470	

22480	with
22800	 a
22480	__EVENT__
24230	

24240	preliminary
25199	 meet
25519	 up
26000	 which
24240	__EVENT__
27269	

27279	covered
27279	__EVENT__
28790	

28800	some
29039	 of
29199	 those
29519	 things
29920	 that
30160	 belong
30640	 to
31039	 more
28800	__EVENT__
31269	

31279	like
31439	 your
31840	 setting
32719	 uh
32960	 your
33280	 setup
33840	 of
34160	 uh
31279	__EVENT__
34470	

34480	your
34719	 toolkit
35600	 um
36399	 and
36800	 uh
37280	 you
37360	 know
37520	 that
34480	__EVENT__
37750	

37760	makes
38079	 your
38239	 workflow
37760	__EVENT__
39510	

39520	uh
39520	__EVENT__
41990	

42000	you
42079	 know
42320	 more
42559	 useful
43280	 less
43600	 error
43920	 prone
42000	__EVENT__
44950	

44960	and
45200	 today
45680	 actually
46079	 i
46160	 wanted
46480	 to
46640	 kick
46879	 off
44960	__EVENT__
47110	

47120	with
47360	 the
47600	 exploration
48160	 of
48320	 the
48399	 data
48879	 but
49120	 you
47120	__EVENT__
49270	

49280	know
49280	__EVENT__
49910	

49920	we
50079	 are
50239	 still
49920	__EVENT__
51189	

51199	in
51360	 need
51760	 to
52160	 at
52320	 least
52640	 you
52800	 know
52960	 overview
51199	__EVENT__
53590	

53600	some
54000	 of
54079	 the
54239	 main
54480	 tools
54719	 that
54879	 we're
55039	 going
53600	__EVENT__
55110	

55120	to
55199	 be
55360	 using
55600	 in
55680	 the
55840	 series
56239	 so
56320	 i
56399	 don't
55120	__EVENT__
56549	

56559	think
56719	 we're
56879	 going gonna
57360	 actually
57760	 get
58000	 to
56559	__EVENT__
58150	

58160	exploring
58559	 data
58960	 yet
58160	__EVENT__
59990	

60000	but
60399	 uh
60640	 so
60960	 before
61280	 i
61600	 keep
61920	 talking
62239	 let
62399	 me
60000	__EVENT__
62630	

62640	share
62879	 my
63039	 screen
63280	 because
63520	 i
63680	 forgot
64000	 to
64080	 do
62640	__EVENT__
64310	

64320	that
64799	 um
64320	__EVENT__
66070	

66080	and
66240	 also
67040	 let's
67280	 see
66080	__EVENT__
69030	

69040	faria
69600	 i
69680	 think
69920	 you
70000	 were
70240	 the
70400	 first
70720	 joining
69040	__EVENT__
71109	

71119	today
72240	 could
72400	 you
71119	__EVENT__
73190	

73200	help
73439	 me
73200	__EVENT__
74390	

74400	shut
74640	 up
74880	 at
75200	 20
75600	 past
74400	__EVENT__
77350	

77360	if
77600	 you
77680	 remember
78080	 just
78400	 just
78799	 mention
79200	 the
77360	__EVENT__
79350	

79360	time
79759	 or
79840	 something
80320	 i
80479	 usually
80799	 remember
79360	__EVENT__
81350	

81360	these
81600	 days
82000	 but
82479	 the
82720	 fact
82960	 that
83119	 i
81360	__EVENT__
83749	

83759	assign
84159	 someone
84560	 to
84640	 kick
84880	 me
85040	 out
85439	 makes
85680	 me
83759	__EVENT__
85830	

85840	remember
85840	__EVENT__
86950	

86960	that
87200	 i
87360	 have
87520	 to
87759	 actually
88080	 stop
88400	 talking
86960	__EVENT__
89830	

89840	so
90079	 great
90560	 um
91200	 so
89840	__EVENT__
91910	

91920	can
92159	 you
92240	 see
92479	 my
92640	 screen
91920	__EVENT__
93830	

93840	now
93840	__EVENT__
95910	

95920	yes
96479	 oh
96720	 cool
95920	__EVENT__
97590	

97600	so
97759	 yeah
98000	 the
98159	 idea
98560	 is
98720	 today
99040	 to
99360	 talk
100079	 about
97600	__EVENT__
100870	

100880	the
101119	 data
101360	 science
101759	 workflow
102880	 in
103119	 general
100880	__EVENT__
104710	

104720	even
105040	 without
105600	 you
105680	 know
105840	 thinking
106240	 about
106399	 the
104720	__EVENT__
106550	

106560	tools
106960	 what
107200	 is
106560	__EVENT__
108149	

108159	that
108479	 data
108799	 scientist
109600	 does
108159	__EVENT__
111749	

111759	um
111759	__EVENT__
112710	

112720	at
112960	 work
113920	 and
114079	 then
114479	 actually
114880	 get
115520	 you
115600	 know
112720	__EVENT__
115830	

115840	quickly
116320	 into
116640	 the
116799	 toolkit
117360	 and
117600	 overview
115840	__EVENT__
118310	

118320	very
118560	 very
118799	 very
119119	 quickly
119840	 um
120640	 the
120880	 main
121280	 tools
118320	__EVENT__
121670	

121680	that
121840	 we
121920	 are
122079	 going
122159	 to
122240	 be
122399	 talking
122799	 about
123439	 in
121680	__EVENT__
123670	

123680	this
124000	 series
124560	 there
124719	 is
124799	 a
124880	 lot
125119	 more
123680	__EVENT__
126069	

126079	uh
126399	 tools
126719	 that
126799	 you
126960	 might
127280	 want
127520	 to
127680	 learn
126079	__EVENT__
127910	

127920	about
128319	 and
128479	 probably
128800	 the
128879	 best
129200	 way
129599	 to
129759	 learn
127920	__EVENT__
130070	

130080	that
130399	 is
130560	 to
130720	 read
130959	 the
131200	 data
131520	 science
132400	 the
132640	 art
130080	__EVENT__
132790	

132800	for
132959	 data
133280	 science
133920	 book
134160	 by
134319	 hadley
134640	 wickham
132800	__EVENT__
135350	

135360	which
135599	 is
135760	 the
136000	 book
136319	 that
136560	 is
137040	 um
135360	__EVENT__
138070	

138080	inspiring
138560	 this
138959	 series
139520	 in
139599	 particular
138080	__EVENT__
140070	

140080	chapter
140480	 seven
140800	 the
140959	 one
141200	 about
141680	 explorative
140080	__EVENT__
142470	

142480	exploratory
143280	 data
143520	 analysis
144319	 but
144480	 yeah
144720	 today
142480	__EVENT__
144949	

144959	let's
145200	 talk
145520	 about
146080	 basically
146400	 what's
146640	 the
144959	__EVENT__
146790	

146800	workflow
147760	 uh
148160	 and
148239	 then
148480	 introduce
148879	 our
146800	__EVENT__
149030	

149040	markdown
149440	 documents
149920	 and
150080	 introduce
150560	 the
150800	 two
149040	__EVENT__
151030	

151040	main
151360	 tools
151760	 for
152080	 exploring
152959	 data
153680	 uh
151040	__EVENT__
153990	

154000	digiblot
154640	 2
154879	 which
155200	 is
155360	 going
155519	 to
155599	 be
156160	 our
156480	 tool
154000	__EVENT__
156790	

156800	for
156959	 visualization
157920	 and
158080	 deployer
158720	 which
158879	 is
156800	__EVENT__
159030	

159040	going
159120	 to
159280	 be
159440	 our
159760	 tool
160080	 for
160400	 transforming
159040	__EVENT__
161830	

161840	data
161840	__EVENT__
163110	

163120	um
163760	 so
164080	 with
164400	 that
164800	 i'm
164959	 going
165120	 to
165360	 now
165680	 jump
166000	 to
163120	__EVENT__
166630	

166640	the
166879	 document
167360	 that
167519	 is
167680	 going
167760	 to
168000	 guide
168560	 our
166640	__EVENT__
169110	

