399	so
560	 thanks
880	 everyone
1280	 here
1839	 we
2080	 are
2320	 at
2399	 the
2560	 ds
399	__EVENT__
2869	

2879	incubator
3760	 today
2879	__EVENT__
4870	

4880	uh
5120	 on
5279	 a
5359	 meetup
5839	 about
6240	 the
6480	 package
7040	 pins
4880	__EVENT__
7510	

7520	which
7759	 we
8000	 covered
8559	 some
8800	 time
9120	 ago
9679	 but
10160	 pins
7520	__EVENT__
10549	

10559	has
10559	__EVENT__
11669	

11679	um
11679	__EVENT__
12709	

12719	changed
13440	 the
13759	 interface
14559	 or
14719	 at
14880	 least
15120	 added
12719	__EVENT__
15509	

15519	a
15679	 new
16080	 interface
16720	 since
17039	 pins
17359	 number
17680	 one
15519	__EVENT__
19510	

19520	the
19760	 old
20240	 interface
19520	__EVENT__
21429	

21439	became
21840	 a
22000	 legacy
22480	 interface
23439	 um
21439	__EVENT__
25029	

25039	i
25199	 think
25039	__EVENT__
25990	

26000	we
26240	 are
26400	 discouraged
27039	 to
27119	 use
27439	 it
27599	 because
26000	__EVENT__
28390	

28400	they
28640	 say
28800	 that
28960	 they're
29199	 gonna
29359	 maintain
29760	 it
28400	__EVENT__
29830	

29840	and
29920	 keep
30080	 it
30160	 alive
30560	 but
30880	 want
31359	 to
31840	 updates
32399	 or
29840	__EVENT__
32709	

32719	like
33200	 improvements
33680	 to
33920	 it
34320	 so
34480	 they're
32719	__EVENT__
34630	

34640	pushing
34960	 for
35120	 the
35280	 new
35600	 interface
34640	__EVENT__
36950	

36960	um
37600	 so
38000	 that's
38320	 one
38559	 reason
38879	 to
39040	 talk
39200	 about
36960	__EVENT__
39430	

39440	pins
39760	 today
40320	 but
40640	 another
40960	 reason
41280	 is
41520	 more
42160	 um
39440	__EVENT__
43670	

43680	like
44000	 practical
44800	 and
45039	 related
45360	 to
45520	 the
45680	 work
43680	__EVENT__
45830	

45840	that
46000	 i'm
46160	 doing
46320	 with
46480	 the
46559	 past
46879	 tax
47200	 project
45840	__EVENT__
48229	

48239	and
48559	 so
48719	 i
48879	 wanted
49120	 to
49280	 use
49440	 this
49680	 space
50320	 to
50879	 you
48239	__EVENT__
50950	

50960	know
51199	 share
51440	 the
51600	 idea
51920	 of
52160	 pins
52559	 in
52719	 general
50960	__EVENT__
53189	

53199	to
53360	 talk
53600	 about
53840	 the
53920	 new
54160	 interface
54800	 but
55039	 also
53199	__EVENT__
55990	

56000	and
56399	 to
56559	 present
57199	 one
57440	 potential
58000	 way
58480	 in
56000	__EVENT__
58630	

58640	which
58879	 i
58960	 could
59120	 distribute
58640	__EVENT__
60389	

60399	a
60559	 continuously
61600	 evolving
62399	 data
62800	 set
60399	__EVENT__
63910	

63920	uh
64479	 in
64640	 a
64799	 way
65199	 that
65680	 analysts
66159	 can
66479	 use
67200	 and
67840	 so
63920	__EVENT__
67990	

68000	they
68159	 can
68400	 use
68960	 different
69360	 versions
70080	 of
70240	 the
68000	__EVENT__
70469	

70479	data
70479	__EVENT__
71590	

71600	and
71840	 not
72159	 break
72720	 new
72960	 code
73280	 so
73600	 the
73760	 fear
74080	 here
71600	__EVENT__
74310	

74320	is
74479	 that
74720	 if
74880	 i
75119	 change
75439	 the
75520	 data
75920	 set
76240	 in
76400	 some
74320	__EVENT__
76710	

76720	way
77439	 by
77680	 adding
78000	 a
78080	 column
78479	 by
78560	 renaming
79040	 a
76720	__EVENT__
79109	

79119	column
79600	 maybe
79840	 they're
80080	 all
80320	 code
80960	 dies
81439	 you
79119	__EVENT__
81590	

81600	know
81759	 breaks
81600	__EVENT__
82710	

82720	and
83280	 so
83439	 there
83600	 is
83840	 a
83920	 number
84159	 of
84240	 ways
84479	 in
82720	__EVENT__
84630	

84640	which
84799	 we
84960	 could
85360	 you
85439	 know
85920	 create
86320	 a
86479	 release
84640	__EVENT__
87670	

87680	um
87680	__EVENT__
89190	

89200	what
89360	 we
89600	 do
89759	 what
89920	 do
90079	 we
90159	 call
90320	 it
90560	 a
90720	 release
89200	__EVENT__
91510	

91520	framework
