1439	today
1760	 the
1920	 dsm
2320	 creator
2639	 continues
1439	__EVENT__
3429	

3439	with
3679	 the
3840	 series
4799	 about
5120	 testing
5600	 our
5839	 code
3439	__EVENT__
6869	

6879	and
7040	 today
7359	 we're
7520	 going
7600	 to
7680	 be
7839	 covering
6879	__EVENT__
8629	

8639	snapshot
9599	 tests
8639	__EVENT__
10870	

10880	along
11200	 with
11840	 cj
12320	 and
12480	 monica
13440	 i'm
13599	 going
13679	 to
13759	 be
10880	__EVENT__
13910	

13920	doing
14160	 a
14240	 little
14559	 introduction
13920	__EVENT__
15350	

15360	to
15759	 the
15839	 idea
16240	 of
16320	 snapshot
16960	 tests
17520	 what
17680	 it
17840	 is
15360	__EVENT__
18310	

18320	and
18320	__EVENT__
18950	

18960	um
19760	 and
20000	 how
20320	 to
20640	 actually
20880	 implement
21359	 it
21520	 with
18960	__EVENT__
21910	

21920	test
22240	 that
21920	__EVENT__
23750	

23760	and
23920	 then
24800	 monica
25519	 is
25599	 going
25840	 to
25920	 be
26080	 talking
26560	 a
23760	__EVENT__
26630	

26640	little
26800	 bit
26880	 about
27119	 our
27359	 experience
26640	__EVENT__
28550	

28560	using
29039	 snapshot
29840	 tests
30880	 with
31119	 images
28560	__EVENT__
32229	

32239	with
32480	 plot
32880	 images
33920	 and
34079	 then
34399	 cj
35040	 is
35120	 going
35280	 to
32239	__EVENT__
35350	

35360	be
35440	 sharing
35680	 his
35920	 experience
35360	__EVENT__
37030	

37040	with
37200	 one
37440	 approach
37920	 that
38480	 that
38719	 makes
39200	 uh
37040	__EVENT__
39430	

39440	working
39760	 with
40000	 images
39440	__EVENT__
40790	

40800	in
40960	 snapshot
41520	 tests
41840	 a
41920	 bit
42079	 more
42399	 robust
42879	 and
40800	__EVENT__
43030	

43040	rest
43280	 and
43360	 less
43600	 brutal
43040	__EVENT__
45190	

45200	but
46079	 that
46320	 will
46480	 make
46640	 sense
46960	 in
47120	 a
47200	 moment
45200	__EVENT__
48229	

48239	so
48559	 to
48719	 begin
49039	 with
49280	 what
49600	 is
50160	 a
50559	 snapshot
51199	 test
48239	__EVENT__
53350	

53360	usually
54160	 and
54719	 if
54800	 you
55039	 wear
55440	 in
55600	 the
55760	 previous
53360	__EVENT__
56150	

56160	meetups
56160	__EVENT__
57750	

57760	you
58320	 uh
58879	 you
59120	 saw
60000	 that
57760	__EVENT__
61270	

61280	one
61440	 of
61520	 the
62399	 main
63600	 functions
64080	 that
64159	 we
64320	 use
61280	__EVENT__
64549	

64559	from
64720	 the
64879	 test
65119	 that
65360	 package
64559	__EVENT__
66390	

66400	to
66640	 test
67040	 or
67200	 to
67439	 yeah
67680	 to
67840	 test
68159	 our
66400	__EVENT__
68469	

68479	expectations
68479	__EVENT__
69830	

69840	is
70080	 to
70240	 compare
71040	 the
71280	 output
71680	 of
71840	 a
72000	 function
69840	__EVENT__
73350	

73360	with
74400	 some
74720	 code
75040	 that
75200	 you
75520	 you
75759	 write
73360	__EVENT__
75990	

76000	actually
76400	 there
76640	 on
76720	 the
76880	 test
76000	__EVENT__
78310	

78320	that
78560	 should
78880	 match
80000	 the
80400	 output
80960	 of
81119	 the
81280	 code
78320	__EVENT__
81510	

81520	so
81759	 basically
81520	__EVENT__
82630	

82640	in
82880	 a
83040	 normal
83439	 test
85200	 what
85360	 you
85600	 do
85920	 is
86080	 you
82640	__EVENT__
86230	

86240	compare
86240	__EVENT__
87350	

87360	with
87759	 code
88640	 the
88880	 output
89439	 that
89600	 you
89759	 expect
87360	__EVENT__
90390	

90400	with
90720	 some
90960	 output
91200	 that
91360	 you're
91520	 right
91759	 there
90400	__EVENT__
91990	

92000	on
92079	 the
92159	 test
92400	 but
92560	 sometimes
93119	 it
93280	 is
93360	 not
92000	__EVENT__
93670	

93680	convenient
93680	__EVENT__
94469	

94479	to
94640	 do
94799	 that
95040	 i'm
95200	 going
95360	 to
95439	 mention
95920	 three
96560	 uh
94479	__EVENT__
97270	

97280	three
97280	__EVENT__
98870	

98880	times
99280	 when
99439	 that
99759	 that's
100000	 not
100240	 convenient
101600	 um
98880	__EVENT__
102550	

102560	and
102720	 when
102960	 that's
103200	 not
103360	 convenient
104640	 sometimes
